"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"7634","42","02","03","02","08","3","000011200","2","1","01","2","0","02"
"7635","42","01","03","02","07","2","","","1","00","7","1","05"
"7636","42","04","03","02","09","1","000119000","3","1","02","4","2","02"
"7637","42","01","03","02","07","3","","","1","00","3","1","02"
"7638","42","01","03","02","06","1","","","1","00","4","0","01"
"7639","42","03","04","02","08","2","","","1","00","3","2","01"
"7640","42","00","03","02","05","","","","","","","","03"
"7641","42","05","04","02","09","1","000345000","1","4","02","4","3","03"
"7642","42","01","","","","","","","","","","",""
"7643","42","03","02","02","07","4","000037900","4","1","00","6","2","01"
"7644","42","02","01","02","05","2","000045500","4","1","00","7","2","05"
"7645","42","00","02","05","04","","","","","","","","01"
"7646","42","03","05","02","08","1","000049100","2","1","01","4","2","09"
"7647","42","01","01","03","03","3","","","1","00","4","1","03"
"7648","42","03","04","02","09","1","000274700","2","1","01","5","3","07"
"7649","42","00","02","02","06","","","","","","","","03"
"7650","42","05","04","02","09","1","000345800","2","1","03","4","2","07"
"7651","42","01","01","02","06","1","","","1","00","3","1","03"
"7652","42","00","03","03","06","","","","","","","","02"
"7653","42","00","04","02","09","","","","","","","","08"
"7654","42","01","01","08","03","3","","","1","00","5","0","07"
"7655","42","02","03","02","06","2","000045800","4","1","00","7","3","05"
"7656","42","01","01","07","06","1","","","1","00","4","1","05"
"7657","42","00","03","02","06","","","","","","","","05"
"7658","42","02","04","02","09","1","000058590","4","1","00","3","2","02"
"7659","42","03","03","02","07","2","000079300","2","1","01","6","2","01"
"7660","42","01","03","02","07","2","","","1","00","7","1","03"
"7661","42","03","02","02","05","3","000018000","2","1","01","6","1","05"
"7662","42","04","03","03","06","3","000084500","4","1","00","5","0","04"
"7663","42","01","","","","","","","","","","",""
"7664","42","02","01","06","04","3","","","1","00","2","2","01"
"7665","42","03","02","03","05","1","000008000","1","1","01","3","1","01"
"7666","42","02","03","02","06","2","000018000","4","1","00","7","1","03"
"7667","42","02","03","02","06","3","","","1","00","1","2","05"
"7668","42","04","03","03","06","1","000099700","2","1","02","6","2","03"
"7669","42","00","03","02","08","","","","","","","","01"
"7670","42","04","09","03","12","1","000062500","4","1","00","7","3","01"
"7671","42","03","03","03","05","1","000085300","2","4","01","6","1","03"
"7672","42","02","03","02","05","4","000118000","4","1","00","5","4","01"
"7673","42","01","03","01","05","1","","","1","00","4","0","08"
"7674","42","02","02","02","07","1","000113260","4","1","00","6","3","04"
"7675","42","02","03","02","05","1","000068000","4","1","00","6","2","06"
"7676","42","01","03","02","05","1","","","2","00","3","1","02"
"7677","42","02","02","05","04","3","000043500","2","1","01","4","0","01"
"7678","42","01","","","","","","","","","","",""
"7679","42","01","00","05","01","3","","","1","00","5","0","01"
"7680","42","04","04","02","10","2","000157300","4","1","00","6","3","01"
"7681","42","03","05","02","12","2","000070950","4","1","00","6","4","01"
"7682","42","01","","","","","","","","","","",""
"7683","42","02","03","02","07","1","000092800","4","1","00","5","2","05"
"7684","42","02","03","02","05","1","000120880","4","1","00","3","2","03"
"7685","42","01","02","02","04","3","","","1","00","2","2","01"
"7686","42","02","02","02","05","2","000020250","4","1","00","5","2","01"
"7687","42","02","03","02","07","1","000053280","4","1","00","7","0","01"
"7688","42","01","03","03","05","1","","","1","00","4","1","01"
"7689","42","02","04","02","10","2","000088280","4","1","00","4","2","07"
"7690","42","02","02","02","05","2","000035500","4","1","00","7","1","02"
"7691","42","01","","","","","","","","","","",""
"7692","42","01","01","05","04","3","","","3","00","2","0","01"
"7693","42","05","04","02","08","3","000027800","2","1","04","3","1","01"
"7694","42","03","04","02","12","1","000130000","2","1","01","3","3","07"
"7695","42","03","03","02","05","1","000089000","2","1","01","5","3","05"
"7696","42","02","03","02","08","2","000032100","4","1","00","5","2","07"
"7697","42","01","03","02","08","2","","","1","00","7","0","04"
"7698","42","02","04","02","10","1","000023000","4","1","00","7","3","05"
"7699","42","02","04","02","08","1","000146000","4","1","00","6","2","06"
"7700","42","02","04","02","09","2","000022200","4","1","00","7","2","01"
"7701","42","00","00","02","01","","","","","","","","01"
"7702","42","02","03","02","08","1","000106800","4","1","00","7","1","05"
"7703","42","01","","","","","","","","","","",""
"7704","42","04","03","03","05","3","000070350","1","1","02","3","3","10"
"7705","42","03","03","03","07","3","000027000","2","1","01","5","1","05"
"7706","42","00","01","02","03","","","","","","","","02"
"7707","42","02","04","02","07","1","000073900","4","1","00","7","2","05"
"7708","42","01","01","06","05","3","","","1","00","2","1","03"
"7709","42","03","03","02","06","1","000099200","4","1","00","2","2","02"
"7710","42","01","02","02","05","2","","","1","00","7","1","01"
"7711","42","01","03","01","08","2","","","1","00","5","0","05"
"7712","42","03","03","02","06","1","000096800","4","1","00","5","2","05"
"7713","42","05","03","02","06","1","000053000","2","2","02","1","1","04"
"7714","42","03","03","02","08","1","000067700","4","1","00","5","2","07"
"7715","42","01","","","","","","","","","","",""
"7716","42","02","03","03","07","1","000080000","4","1","00","4","3","01"
"7717","42","04","03","02","08","2","000142000","2","1","01","7","3","05"
"7718","42","02","04","02","10","1","000209500","4","1","00","7","4","01"
"7719","42","02","03","02","08","1","000080300","4","1","00","5","2","07"
"7720","42","01","01","01","04","2","","","1","00","5","2","04"
"7721","42","02","03","02","08","1","000101100","4","1","00","6","2","03"
"7722","42","02","03","02","08","2","000033600","4","1","00","7","2","01"
"7723","42","05","05","02","13","1","000120000","2","1","03","4","2","01"
"7724","42","04","04","06","05","3","","","2","00","1","4","04"
"7725","42","04","03","02","06","1","000022900","1","1","02","1","2","01"
"7726","42","01","02","02","04","2","","","1","00","5","3","04"
"7727","42","02","03","02","05","2","000040900","4","1","00","7","2","06"
"7728","42","03","03","03","05","2","000315000","2","1","02","3","1","08"
"7729","42","01","","","","","","","","","","",""
"7730","42","02","05","03","07","1","000093500","4","1","00","4","1","01"
"7731","42","01","03","03","04","1","","","1","00","7","0","02"
"7732","42","04","03","02","06","2","000034800","2","1","00","7","2","05"
"7733","42","02","03","09","05","3","000122800","4","1","00","6","2","04"
"7734","42","00","04","02","10","","","","","","","","05"
"7735","42","01","01","02","02","3","","","1","00","3","1","05"
"7736","42","01","01","04","03","3","","","1","00","3","1","02"
"7737","42","01","","","","","","","","","","",""
"7738","42","04","03","02","04","1","000072000","3","2","02","3","2","01"
"7739","42","01","03","02","05","2","","","1","00","7","0","04"
"7740","42","01","02","08","04","3","","","1","00","1","1","05"
"7741","42","01","","","","","","","","","","",""
"7742","42","04","03","02","06","1","000014400","2","1","02","5","1","01"
"7743","42","02","04","02","09","2","000108300","4","1","00","7","2","05"
"7744","42","02","04","02","09","1","000129000","4","1","00","5","3","01"
"7745","42","02","03","02","08","2","000064810","4","1","00","7","2","01"
"7746","42","01","02","03","04","3","","","1","00","5","1","04"
"7747","42","01","02","02","04","2","","","1","00","6","1","04"
"7748","42","02","02","02","04","1","000060000","4","1","00","7","0","01"
"7749","42","02","03","02","05","3","000055030","2","1","01","2","1","06"
"7750","42","00","03","03","06","","","","","","","","03"
"7751","42","01","01","08","03","3","","","1","00","5","1","06"
"7752","42","00","02","02","06","","","","","","","","05"
"7753","42","02","01","08","03","3","","","1","00","1","2","05"
"7754","42","00","03","02","06","","","","","","","","01"
"7755","42","01","","","","","","","","","","",""
"7756","42","02","02","02","05","1","000039000","4","1","00","5","2","01"
"7757","42","01","01","09","03","3","","","1","00","5","1","05"
"7758","42","02","03","02","07","2","000123900","4","1","00","5","2","07"
"7759","42","01","01","05","03","3","","","1","00","3","1","01"
"7760","42","01","","","","","","","","","","",""
"7761","42","03","03","03","06","3","000010230","3","1","02","1","0","03"
"7762","42","03","04","02","07","2","000048000","4","5","00","6","4","06"
"7763","42","02","01","05","03","3","","","1","00","3","0","01"
"7764","42","02","03","02","07","2","000103840","4","1","00","6","2","03"
"7765","42","05","03","02","11","1","000062100","2","1","03","5","2","08"
"7766","42","01","03","02","05","2","","","1","00","4","1","02"
"7767","42","03","02","02","05","1","000070000","2","1","01","5","3","02"
"7768","42","03","03","02","06","1","000082200","4","1","00","5","3","03"
"7769","42","01","02","03","05","3","","","1","00","4","1","04"
"7770","42","01","03","02","07","2","","","1","00","5","1","01"
"7771","42","02","03","02","06","2","000024000","4","1","00","7","2","01"
"7772","42","01","01","05","03","3","","","1","00","3","1","04"
"7773","42","02","04","02","09","1","000058100","4","1","00","3","2","01"
"7774","42","02","02","04","07","3","","","1","00","3","2","07"
"7775","42","02","02","02","03","2","000034200","4","1","00","7","2","03"
"7776","42","01","01","07","03","3","","","1","00","2","1","04"
"7777","42","02","02","10","06","1","000059400","4","1","00","4","1","06"
"7778","42","01","03","03","06","1","","","1","00","7","1","02"
"7779","42","01","","","","","","","","","","",""
"7780","42","03","03","02","07","1","000037000","1","1","01","2","2","02"
"7781","42","01","02","02","07","1","","","1","00","6","1","01"
"7782","42","04","04","02","10","1","000450400","3","2","02","2","2","02"
"7783","42","01","03","02","06","1","","","1","00","3","1","01"
"7784","42","02","02","03","05","1","000086080","4","1","00","4","2","08"
"7785","42","02","04","02","08","1","000159000","4","1","00","2","2","08"
"7786","42","01","03","03","07","1","","","1","00","5","2","02"
"7787","42","05","04","02","08","1","000075000","3","2","03","4","3","09"
"7788","42","01","04","02","07","1","","","1","00","3","1","01"
"7789","42","02","03","03","06","1","000032800","4","1","00","2","1","07"
"7790","42","05","02","03","05","3","000010700","2","2","03","2","1","03"
"7791","42","04","04","02","10","1","000079300","3","1","02","5","4","01"
"7792","42","01","","","","","","","","","","",""
"7793","42","01","02","04","04","3","","","1","00","3","2","05"
"7794","42","02","03","02","07","1","000142900","4","1","00","5","2","01"
"7795","42","01","01","02","04","3","","","1","00","3","3","01"
"7796","42","02","02","01","07","2","000077000","4","1","00","6","2","06"
"7797","42","03","02","04","04","3","000022500","2","1","01","2","2","06"
"7798","42","01","03","02","07","1","","","1","00","5","1","02"
"7799","42","01","","","","","","","","","","",""
"7800","42","01","02","09","03","2","","","1","00","3","1","08"
"7801","42","02","02","09","05","3","000058300","4","1","00","1","1","10"
"7802","42","01","02","04","04","3","","","1","00","2","0","01"
"7803","42","01","02","02","04","1","","","1","00","5","2","08"
"7804","42","04","04","01","09","1","000055800","2","1","02","4","2","08"
"7805","42","01","01","04","03","3","","","1","00","3","1","01"
"7806","42","02","04","02","09","2","000024300","4","1","00","7","1","01"
"7807","42","01","03","01","05","2","","","1","00","1","1","08"
"7808","42","02","03","02","07","1","","","1","00","6","2","06"
"7809","42","01","02","02","04","3","","","1","00","1","3","01"
"7810","42","01","","","","","","","","","","",""
"7811","42","01","","","","","","","","","","",""
"7812","42","00","03","02","06","","","","","","","","06"
"7813","42","01","","","","","","","","","","",""
"7814","42","00","02","02","05","","","","","","","","10"
"7815","42","01","02","02","05","1","","","1","00","5","1","01"
"7816","42","01","","","","","","","","","","",""
"7817","42","01","00","09","03","3","","","1","00","5","0","02"
"7818","42","01","02","02","10","1","","","1","00","5","1","02"
"7819","42","03","03","03","08","1","000050000","2","1","01","5","2","01"
"7820","42","02","03","06","05","3","000086000","4","1","00","1","2","05"
"7821","42","01","","","","","","","","","","",""
"7822","42","00","05","03","07","","","","","","","","01"
"7823","42","01","","","","","","","","","","",""
"7824","42","01","","","","","","","","","","",""
"7825","42","00","02","02","04","","","","","","","","01"
"7826","42","01","03","02","07","1","","","1","00","7","1","03"
"7827","42","02","03","03","06","1","000059200","4","1","00","7","2","01"
"7828","42","01","03","02","05","2","","","1","00","5","2","03"
"7829","42","04","04","02","05","2","000083150","4","1","00","7","2","06"
"7830","42","04","03","02","06","2","000133000","4","1","00","6","4","05"
"7831","42","03","03","02","08","1","000086900","1","1","01","4","2","01"
"7832","42","02","03","03","07","3","000012200","4","4","00","6","0","01"
"7833","42","01","","","","","","","","","","",""
"7834","42","01","","","","","","","","","","",""
"7835","42","02","04","02","09","1","000117500","4","1","00","4","3","08"
"7836","42","01","03","01","08","2","","","1","00","3","1","14"
"7837","42","01","","","","","","","","","","",""
"7838","42","01","","","","","","","","","","",""
"7839","42","03","02","02","06","1","000097050","1","1","01","3","2","03"
"7840","42","05","04","02","07","1","000080000","3","1","00","6","3","07"
"7841","42","02","04","02","08","2","000058600","4","1","00","6","2","06"
"7842","42","01","02","09","05","2","","","1","00","3","1","06"
"7843","42","04","10","05","06","2","","","1","00","3","1","01"
"7844","42","02","02","07","04","3","000016500","1","1","01","3","1","05"
"7845","42","01","","","","","","","","","","",""
"7846","42","03","03","02","06","1","000017000","1","1","01","3","2","03"
"7847","42","01","03","01","07","2","","","1","00","7","2","04"
"7848","42","02","02","02","04","1","","","1","00","4","2","01"
"7849","42","03","03","02","07","1","000075800","2","1","01","5","2","01"
"7850","42","05","02","03","08","3","000000000","2","1","04","2","1","03"
"7851","42","02","03","09","06","2","000039000","4","1","00","3","1","05"
"7852","42","01","","","","","","","","","","",""
"7853","42","01","03","02","08","2","","","1","00","4","1","06"
"7854","42","03","05","03","10","1","000094900","4","1","00","7","3","04"
"7855","42","01","02","01","05","2","","","1","00","3","1","05"
"7856","42","03","03","02","06","1","000050000","1","1","01","5","2","01"
"7857","42","02","05","02","10","2","000025700","4","2","00","7","1","02"
"7858","42","01","02","02","04","2","","","1","00","7","0","05"
"7859","42","04","03","03","06","1","000041200","2","1","01","4","2","04"
"7860","42","03","02","02","09","1","000061200","2","1","01","4","2","01"
"7861","42","04","10","02","10","1","000414370","2","1","02","6","4","05"
"7862","42","04","03","02","07","1","000052000","2","1","02","5","3","08"
"7863","42","04","04","02","08","1","000145500","2","1","02","3","3","06"
"7864","42","02","03","02","05","1","000045800","4","1","00","4","1","08"
"7865","42","04","04","02","10","1","000126000","2","1","02","3","2","07"
"7866","42","03","03","04","06","3","000005000","2","1","02","2","1","01"
"7867","42","01","02","05","05","3","","","1","00","1","1","02"
"7868","42","02","03","02","05","3","000038000","4","1","00","5","2","03"
"7869","42","01","03","03","08","2","","","1","00","7","3","05"
"7870","42","03","03","03","07","1","000022680","1","1","00","4","0","03"
"7871","42","05","04","02","10","1","000211100","2","1","03","5","4","06"
"7872","42","02","04","02","10","1","000016804","4","1","00","7","0","01"
"7873","42","02","02","02","06","2","000049400","4","1","00","6","3","06"
"7874","42","02","02","03","08","3","","","1","00","3","0","05"
"7875","42","01","02","06","04","3","","","1","00","4","0","05"
"7876","42","01","02","02","05","3","","","1","00","1","1","06"
"7877","42","01","03","02","06","2","","","1","00","7","0","02"
"7878","42","02","02","05","04","3","","","1","00","3","1","04"
"7879","42","02","03","04","06","3","000034600","4","1","00","7","1","01"
"7880","42","01","03","01","04","3","","","1","00","2","2","06"
"7881","42","02","02","01","04","1","","","1","00","4","2","04"
"7882","42","01","04","02","22","1","","","1","00","4","1","06"
"7883","42","00","03","02","05","","","","","","","","08"
"7884","42","02","02","03","05","2","000083000","4","1","00","3","3","12"
"7885","42","01","","","","","","","","","","",""
"7886","42","01","","","","","","","","","","",""
"7887","42","04","02","02","07","3","000060000","1","1","01","1","2","04"
"7888","42","02","02","03","03","2","000039040","4","1","00","4","1","04"
"7889","42","01","03","02","06","1","","","1","00","4","1","04"
"7890","42","04","03","03","06","1","000229500","1","1","02","3","2","08"
"7891","42","00","01","05","03","","","","","","","","01"
"7892","42","06","03","02","08","2","000249700","1","1","00","6","4","06"
"7893","42","02","04","02","07","1","000090000","4","1","00","6","3","05"
"7894","42","00","03","01","08","","","","","","","","04"
"7895","42","00","03","02","05","","","","","","","","04"
"7896","44","00","01","06","03","","","","","","","","05"
"7897","44","05","03","04","05","3","000016200","1","1","01","1","1","01"
"7898","44","01","02","01","04","2","","","1","00","4","1","05"
"7899","44","04","03","02","05","1","000183700","4","1","00","6","5","03"
"7900","44","01","","","","","","","","","","",""
"7901","44","01","03","02","07","2","","","1","00","5","2","06"
"7902","44","02","03","02","06","2","000020000","4","3","00","2","1","03"
"7903","44","01","00","09","01","3","","","1","00","3","0","01"
"7904","44","02","04","02","08","2","000085000","4","1","00","7","1","05"
"7905","44","01","00","05","03","3","","","1","00","5","1","03"
"7906","44","02","03","02","08","2","000186200","4","1","00","6","2","06"
"7907","44","00","01","04","04","","","","","","","","01"
"7908","44","02","03","02","07","2","000052100","4","3","00","7","2","01"
"7909","44","02","02","04","04","3","000015000","2","1","01","1","1","01"
"7910","44","02","02","07","06","1","","","1","00","4","2","06"
"7911","44","01","","","","","","","","","","",""
"7912","44","01","","","","","","","","","","",""
"7913","44","02","03","02","05","1","000116000","4","1","00","4","2","01"
"7914","44","03","03","02","05","1","000050400","4","1","00","5","3","05"
"7915","44","04","02","02","04","1","000073000","2","1","02","5","3","06"
"7916","44","03","05","04","11","1","000030000","1","1","01","3","2","01"
"7917","44","01","03","02","05","1","","","1","00","4","1","03"
"7918","44","03","02","04","05","3","000026000","1","1","01","1","2","01"
"7919","44","02","01","09","04","2","000094500","4","1","00","4","0","07"
"7920","44","04","04","02","07","1","000129300","2","1","01","6","5","04"
"7921","45","00","02","06","04","","","","","","","","06"
"7922","45","01","02","05","04","3","","","1","00","5","1","04"
"7923","45","02","02","01","03","2","000014400","4","1","00","1","0","05"
"7924","45","04","04","02","09","1","000100000","3","1","02","4","2","08"
"7925","45","04","03","02","06","1","000065500","2","1","02","4","3","07"
"7926","45","02","01","05","03","3","000016200","4","1","00","2","0","09"
"7927","45","01","02","02","05","1","","","1","00","5","2","07"
"7928","45","01","02","01","06","2","","","1","00","7","1","04"
"7929","45","03","03","02","07","3","000101000","2","1","01","1","2","11"
"7930","45","01","03","02","05","1","","","2","00","2","0","06"
"7931","45","01","03","01","08","1","","","1","00","3","1","07"
"7932","45","03","02","02","05","3","000031200","1","1","01","1","1","04"
"7933","45","04","04","02","06","3","000002900","3","1","03","5","1","06"
"7934","45","01","03","02","05","1","","","1","00","5","2","05"
"7935","45","01","03","02","06","1","","","1","00","2","1","07"
"7936","45","01","","","","","","","","","","",""
"7937","45","03","02","02","05","1","000082000","2","1","01","5","2","07"
"7938","45","02","02","02","04","1","000083000","4","1","00","5","2","06"
"7939","45","01","03","02","05","1","","","1","00","3","1","10"
"7940","45","02","03","02","06","1","000108000","4","1","00","6","2","04"
"7941","45","02","02","02","08","1","000069100","4","1","00","3","3","04"
"7942","45","01","03","02","06","1","","","1","00","6","3","06"
"7943","45","01","03","02","05","3","","","1","00","6","1","04"
"7944","45","05","03","02","06","1","000102000","3","1","02","4","2","08"
"7945","45","00","04","02","09","","","","","","","","07"
"7946","45","01","02","05","04","3","","","1","00","3","1","07"
"7947","45","01","02","02","05","2","","","1","00","4","1","02"
"7948","45","01","02","02","04","2","","","1","00","6","1","01"
"7949","45","02","05","01","07","1","000031300","4","1","00","3","2","07"
"7950","45","02","03","02","08","1","000046000","4","1","00","4","2","08"
"7951","45","01","03","02","06","2","","","1","00","7","3","03"
"7952","45","02","00","01","01","2","000074000","4","1","00","6","2","06"
"7953","45","04","03","01","06","4","000000000","2","1","02","3","2","07"
"7954","45","03","04","02","10","2","000048000","2","1","01","5","1","07"
"7955","45","01","","","","","","","","","","",""
"7956","45","02","03","02","04","1","000043600","4","1","00","6","3","06"
"7957","45","01","","","","","","","","","","",""
"7958","45","04","03","02","07","2","000147100","4","1","00","6","6","04"
"7959","45","02","03","02","05","1","000070000","4","1","00","2","2","12"
"7960","45","01","02","09","05","3","","","1","00","3","2","09"
"7961","45","01","04","02","06","2","","","1","00","2","2","10"
"7962","45","02","02","02","04","3","000026100","4","1","00","4","0","07"
"7963","45","01","","","","","","","","","","",""
"7964","45","02","03","02","06","2","000049200","4","1","00","7","3","05"
"7965","45","01","","","","","","","","","","",""
"7966","45","02","03","01","07","2","000036900","4","1","00","6","2","07"
"7967","45","01","03","02","05","1","","","1","00","6","1","06"
"7968","45","04","03","02","06","2","000055000","2","1","02","5","3","04"
"7969","45","00","02","02","06","","","","","","","","04"
"7970","45","02","03","02","05","1","","","1","00","2","2","04"
"7971","45","03","02","02","04","3","000015500","4","1","00","3","1","06"
"7972","45","04","03","02","06","1","000014600","3","1","02","5","3","05"
"7973","45","05","05","02","10","2","000150000","2","1","03","1","3","12"
"7974","45","00","03","01","05","","","","","","","","08"
"7975","45","01","02","06","05","3","","","1","00","5","1","06"
"7976","45","01","02","02","04","2","","","1","00","7","0","03"
"7977","45","01","02","01","04","2","","","1","00","4","0","06"
"7978","45","00","03","02","06","","","","","","","","05"
"7979","45","04","03","02","04","1","000070000","2","1","02","2","2","11"
"7980","45","02","02","02","05","2","000026000","4","1","00","7","1","02"
"7981","45","01","03","02","06","1","","","1","00","4","1","04"
"7982","45","03","03","02","05","2","000021000","2","4","01","2","1","13"
"7983","45","01","03","02","05","2","","","1","00","4","1","08"
"7984","45","00","03","02","05","","","","","","","","06"
"7985","45","01","03","02","09","1","","","1","00","3","2","03"
"7986","45","02","04","02","07","2","000023600","4","1","00","7","3","05"
"7987","45","02","02","01","04","3","","","1","00","4","2","07"
"7988","45","01","","","","","","","","","","",""
"7989","45","04","03","02","06","3","000057600","2","1","02","4","2","06"
"7990","45","05","04","01","09","1","000062600","2","1","03","5","2","07"
"7991","45","02","02","02","07","2","","","1","00","5","3","05"
"7992","45","07","03","02","06","2","000031200","3","1","00","7","1","04"
"7993","45","02","02","07","09","3","000025700","4","1","00","1","1","07"
"7994","45","02","04","02","12","1","000037800","4","1","00","3","3","11"
"7995","45","02","04","02","09","2","000047200","4","1","00","7","1","04"
"7996","45","02","02","06","03","3","000110000","4","1","00","1","2","13"
"7997","45","02","03","02","08","1","000036500","4","2","00","4","2","06"
"7998","45","00","00","06","01","","","","","","","","06"
"7999","45","02","03","02","06","3","000057000","4","1","00","1","1","03"
"8000","45","04","03","02","07","1","000081500","2","1","02","6","4","05"
"8001","45","00","03","01","05","","","","","","","","07"
"8002","45","01","03","02","05","2","","","1","00","5","1","06"
"8003","45","04","04","02","08","1","000377000","4","1","00","5","3","07"
"8004","45","01","","","","","","","","","","",""
"8005","45","02","02","02","05","2","000033700","4","1","00","6","2","07"
"8006","45","04","03","02","11","1","000207100","2","2","02","3","2","08"
"8007","45","01","","","","","","","","","","",""
"8008","45","02","02","02","04","3","000010000","1","1","01","1","0","04"
"8009","45","01","02","05","06","3","","","1","00","1","1","06"
"8010","45","01","02","02","04","3","","","2","00","3","2","04"
"8011","45","04","02","02","09","1","000120000","2","1","02","2","2","02"
"8012","45","04","04","02","09","3","000069000","2","1","02","4","2","08"
"8013","45","02","03","02","06","2","000122400","4","1","00","5","2","07"
"8014","45","00","02","08","04","","","","","","","","07"
"8015","45","02","03","02","15","2","000022800","4","1","00","7","2","05"
"8016","45","04","03","01","06","2","000038400","4","1","00","7","2","05"
"8017","45","01","","","","","","","","","","",""
"8018","45","03","04","02","07","1","","","1","00","6","2","07"
"8019","45","03","03","02","05","1","000060500","2","1","01","5","5","02"
"8020","45","01","02","02","05","2","","","1","00","7","3","04"
"8021","45","02","03","01","05","2","000037100","4","1","00","5","1","07"
"8022","45","01","03","02","07","2","","","1","00","6","1","05"
"8023","45","02","04","02","08","1","000150700","2","1","01","6","1","07"
"8024","45","03","03","02","06","1","000080000","2","1","01","4","2","08"
"8025","45","01","03","02","05","2","","","1","00","7","1","05"
"8026","45","01","01","09","04","3","","","1","00","2","1","02"
"8027","45","01","03","02","05","1","","","1","00","5","1","08"
"8028","45","00","02","01","04","","","","","","","","07"
"8029","45","01","03","01","07","2","","","1","00","4","0","07"
"8030","45","01","03","07","06","1","","","1","00","3","1","08"
"8031","45","01","02","01","04","3","","","1","00","3","1","07"
"8032","45","05","03","01","05","3","000093000","2","1","03","5","2","07"
"8033","45","02","02","02","06","3","000074000","4","1","00","1","2","03"
"8034","45","04","05","02","15","2","000143000","2","1","02","3","3","10"
"8035","45","04","04","01","08","2","000062000","2","1","02","4","3","07"
"8036","45","03","03","02","08","1","000137000","4","1","00","4","3","05"
"8037","45","04","03","02","05","1","000113000","2","1","02","5","2","07"
"8038","45","01","02","03","04","3","","","1","00","2","1","08"
"8039","45","03","03","02","07","1","000097000","4","1","00","5","3","06"
"8040","45","02","03","02","06","1","000043100","4","1","00","7","3","05"
"8041","45","00","02","01","04","","","","","","","","03"
"8042","45","02","03","02","06","2","000053000","4","1","00","7","2","04"
"8043","45","02","03","02","05","2","000014904","4","1","00","7","2","06"
"8044","45","01","","","","","","","","","","",""
"8045","45","01","02","06","04","3","","","1","00","4","2","05"
"8046","45","00","02","05","03","","","","","","","","06"
"8047","45","01","","","","","","","","","","",""
"8048","45","01","00","09","01","3","","","1","00","4","0","06"
"8049","45","05","04","02","07","1","000031500","3","1","02","3","1","13"
"8050","45","00","03","02","06","","","","","","","","05"
"8051","45","02","02","04","04","3","000015960","2","1","01","4","1","07"
"8052","45","03","04","02","08","1","000071500","4","1","00","3","4","07"
"8053","45","01","02","02","05","3","","","1","00","3","1","03"
"8054","45","02","03","01","05","2","000021480","4","1","00","1","2","07"
"8055","45","03","03","02","08","1","000083000","4","1","00","5","3","08"
"8056","45","03","04","02","06","1","000041000","2","1","01","3","2","14"
"8057","45","02","01","02","03","3","000089000","2","1","01","1","2","02"
"8058","45","01","01","02","05","2","","","1","00","7","1","04"
"8059","45","01","","","","","","","","","","",""
"8060","45","02","03","01","06","2","000045000","4","1","00","7","2","06"
"8061","45","00","01","07","02","","","","","","","","06"
"8062","45","03","02","06","04","3","000024300","2","1","01","3","1","07"
"8063","45","02","05","01","08","2","000010200","4","1","00","5","2","07"
"8064","45","01","","","","","","","","","","",""
"8065","45","04","03","02","05","3","000050400","2","1","01","2","2","07"
"8066","46","03","04","02","09","1","","","1","00","5","5","01"
"8067","46","01","03","02","06","2","","","1","00","7","1","04"
"8068","46","01","01","05","04","3","","","1","00","5","1","05"
"8069","46","01","02","02","08","1","","","1","00","3","1","01"
"8070","46","05","03","02","06","1","000061200","3","1","03","4","2","03"
"8071","46","04","05","02","08","1","000063900","2","1","01","6","4","06"
"8072","46","02","04","02","07","2","000057200","4","1","00","6","2","01"
"8073","46","01","03","02","05","1","","","1","00","5","1","02"
"8074","46","02","01","02","04","4","000054550","4","1","00","1","2","01"
"8075","46","01","02","02","05","1","","","1","00","5","1","02"
"8076","46","05","04","02","12","1","000089800","3","1","03","3","4","10"
"8077","46","00","03","01","05","","","","","","","","05"
"8078","46","04","03","02","07","1","000065000","1","4","02","1","1","05"
"8079","46","00","01","02","04","","","","","","","","01"
"8080","46","02","03","01","07","2","000020000","4","1","00","4","4","04"
"8081","46","01","","","","","","","","","","",""
"8082","46","02","02","02","05","2","000050000","4","1","00","5","2","05"
"8083","46","01","02","02","03","2","","","1","00","6","2","07"
"8084","46","01","01","01","04","1","","","1","00","4","2","04"
"8085","46","01","02","02","04","2","","","1","00","5","1","02"
"8086","46","04","04","02","07","1","000082000","3","1","02","4","2","08"
"8087","46","01","","","","","","","","","","",""
"8088","46","03","04","02","08","2","000044800","4","1","00","7","3","04"
"8089","47","03","03","02","05","3","000030400","1","1","01","1","1","04"
"8090","47","02","03","02","07","1","000052500","4","1","00","4","2","05"
"8091","47","01","04","01","07","2","","","1","00","5","1","04"
"8092","47","02","03","02","07","1","000130500","4","1","00","5","5","05"
"8093","47","03","03","02","05","1","000114200","4","1","00","3","2","06"
"8094","47","02","03","02","05","1","000058550","4","1","00","5","2","07"
"8095","47","01","02","02","06","3","","","1","00","4","1","03"
"8096","47","01","01","04","03","3","","","1","00","1","2","05"
"8097","47","02","03","02","09","1","000062000","4","1","00","1","2","07"
"8098","47","02","03","02","07","2","000038000","4","1","00","7","1","05"
"8099","47","02","01","05","03","3","000037800","4","1","00","3","0","06"
"8100","47","02","03","02","07","2","000025300","4","1","00","5","2","06"
"8101","47","01","02","04","04","3","","","1","00","5","0","04"
"8102","47","02","01","08","03","3","","","1","00","2","0","06"
